Sensor-349,Sensor-104,Sensor-511,Sensor-60,Sensor-130,Sensor-211,Sensor-438,Sensor-29,Sensor-125,Sensor-65,Sensor-101,Sensor-122,Sensor-338,Sensor-134,Sensor-167,Sensor-57,Sensor-76,Sensor-472,Sensor-201,Sensor-302,Sensor-126,Sensor-461,Sensor-96,Sensor-198,Sensor-131,Sensor-456,Sensor-184,Sensor-197,Sensor-320,Sensor-181,Sensor-317,Sensor-124,Sensor-470,Sensor-39,Sensor-352,Sensor-453,Sensor-200,Sensor-214,Sensor-15,Sensor-478,Sensor-64,Sensor-69,Sensor-59,Sensor-334,Sensor-350,Sensor-206,Sensor-204,Sensor-66,Sensor-123,Sensor-476,Sensor-574,Sensor-135,Sensor-127,Sensor-500,Sensor-512,Sensor-212,Sensor-22,Sensor-342,Sensor-366,Sensor-444,Sensor-578,Sensor-175,Sensor-173,Sensor-128,Sensor-56,Sensor-446,Sensor-480,Sensor-337,Sensor-202,Sensor-103,Sensor-139,Sensor-434,Sensor-105,Sensor-68,Sensor-100,Sensor-71,Sensor-412,Sensor-281,Sensor-115,Sensor-333,Sensor-147,Sensor-424,Sensor-388,Sensor-250,Sensor-282,Sensor-208,Sensor-542,Sensor-335,Sensor-199,Sensor-48,Good/Bad
0.0254,-0.0108,34.1801,-0.4173,-0.0946,0.09,3.9244,68.8,15.96,20.4173,0.0001,15.92,1.3416,1006.0844,2.7,0.9236,0.0109,11.2056,20.16,0.8322,1.399,21.3212,0.0001,22.15,0.7436,4.9722,37.374,4.64,11.4628,22.45,7.353,15.96,6.1322,87.2,0.0295,6.2281,14.09,0.0682,10.9411,9.9344,11.4469,145.7555,4.4987,6.3193,0.0197,14.48,39.539,27.1259,4.92,5.4572,0.3613,39.14,2.471,0.0,407.2727,0.0435,-6382.5,4.4533,0.0038,0.6176,18.1211,0.3105,0.3105,0.7857,2852.0,0.6244,4.1267,11.1841,4.64,0.0161,55.0999,10.229,0.0007,0.9373,-0.0512,632.7045,2.5909,0.0196,0.0,1.3416,0.0449,60.7801,0.0,0.0,0.0114,26.11,11.5631,0.3854,1.216,0.8908,-1.0
0.0284,-0.0118,65.1163,1.4464,-0.5204,0.1201,2.4769,68.6333,15.97,18.5536,-0.0003,15.95,3.6962,1007.4808,1.7,0.9314,0.0183,28.4119,23.35,0.4899,1.447,42.6995,0.0,22.31,0.7232,2.5957,18.877,13.99,6.2726,20.23,6.554,16.01,6.3061,86.6597,0.0388,5.6979,31.75,0.0835,11.4927,4.7955,14.8863,148.6809,4.4982,6.6481,0.0232,7.13,29.086,23.7545,4.41,4.1345,0.3841,38.3809,2.875,789.3333,0.0,0.0489,-5666.25,2.267,0.0035,0.7073,19.206,0.3561,0.356,0.6809,2858.0,0.717,3.8016,12.3822,13.99,-0.0077,57.4001,515.1272,-0.0002,0.9854,0.0149,614.2173,2.7014,0.019,0.0,3.6962,0.0468,61.8217,0.0,0.0,0.0132,23.35,7.2038,0.2311,0.873,1.4224,-1.0
0.0148,-0.0095,47.1204,4.8364,0.3311,0.0634,3.103,70.9,15.95,15.1636,0.0002,15.91,4.5988,1008.7769,2.2,0.9295,0.0083,32.7438,15.22,0.7842,1.04,32.4354,0.0001,27.43,0.7884,2.8539,20.658,17.67,6.7104,19.86,6.8081,15.96,7.7723,86.8967,0.0093,5.6283,37.72,0.0213,7.0985,9.3323,6.5598,149.5873,4.5089,7.9875,0.0215,13.96,37.166,20.0445,3.193,5.2807,1.138,43.0959,2.662,244.9761,0.0,0.0451,-5523.75,3.8684,0.0045,0.8385,41.5401,0.4189,0.4189,0.5172,2876.0,0.8371,3.3738,14.3959,17.67,-0.0285,45.7002,384.0074,-0.0005,0.9296,0.0353,617.7045,2.1115,0.0105,0.0,4.5988,0.0377,57.7161,0.0,0.0,0.0109,20.84,8.3022,0.1621,0.564,0.9583,-1.0
0.0144,-0.009,72.2222,-2.6655,0.3311,0.0619,5.5538,70.2222,15.95,22.6655,0.0004,15.91,2.5659,1008.7769,3.9,0.9357,0.0084,4.0117,14.42,1.1956,1.04,12.5391,0.0001,21.11,0.7884,2.9982,22.049,7.37,6.5051,18.17,6.3086,15.96,5.9886,86.8967,0.0213,5.1851,4.6,0.0507,9.27,5.533,12.7551,153.8045,4.5829,6.0995,0.0242,8.51,32.856,28.1985,3.193,4.6458,1.138,43.0959,2.662,313.3159,0.0,0.0527,-6477.0,2.2718,0.0046,0.8385,41.5401,0.4189,0.4189,0.5172,2867.0,0.8371,3.7184,7.7002,7.37,-0.0754,45.7002,8.0658,-0.0001,0.9145,0.0102,620.9682,2.1115,0.0105,0.0,2.5659,0.0383,40.7659,0.0,0.0,0.0112,23.09,8.3022,0.0671,0.24,0.8866,-1.0
0.0317,-0.0146,45.7338,-0.3455,0.2365,0.1378,3.8235,68.0,15.99,20.3455,-0.0005,15.92,2.1024,1008.7232,2.6,0.9217,0.0125,8.7834,16.43,0.9721,1.338,32.9145,0.0,20.05,0.7287,4.1631,31.468,6.6,9.1953,16.91,5.6345,15.99,5.4248,86.6108,0.0401,4.6028,11.0,0.095,9.2329,15.0008,9.4727,143.8591,4.4937,6.468,0.0203,21.58,35.999,28.4793,4.567,4.949,0.1493,39.0136,2.803,993.7322,549.3976,0.0429,-5733.0,5.9046,0.0056,0.8241,7.0781,0.4111,0.4111,0.6982,2836.0,0.8203,2.5724,10.9552,6.6,0.027,70.4001,40.9493,0.001,0.8869,-0.0772,638.6918,3.124,0.016,0.0,2.1024,0.042,56.082,0.0,0.0,0.0142,16.43,13.3877,0.3542,0.975,1.2433,-1.0
0.0139,-0.0103,36.715,-6.6055,-1.655,0.0464,3.3539,68.5778,15.95,26.6055,-0.0002,15.93,2.6941,1005.3318,2.3,0.9276,0.01,6.2686,21.47,0.7949,1.376,14.0899,0.0,20.07,0.7591,3.507,26.476,7.14,7.6267,20.61,6.7536,15.98,5.6408,86.8489,0.0066,5.8509,7.71,0.0144,7.0014,6.0071,11.6909,154.9836,4.5784,5.7286,0.026,9.31,30.665,32.7516,4.585,4.2461,0.2739,42.9293,2.461,0.0,0.0,0.0539,-5242.25,2.9948,0.0039,0.4253,13.7278,0.214,0.214,0.6903,2906.0,0.4307,3.3876,9.4369,7.14,-0.0088,58.8999,660.8696,0.0,1.0518,0.0019,633.7809,2.7233,0.0186,0.0,2.6941,0.0457,57.246,0.0,0.0,0.0131,21.47,9.4593,0.0991,0.375,0.8217,-1.0
0.0149,-0.0132,18.1303,-0.0191,-0.0946,0.0458,4.3999,65.9111,15.96,20.0191,-0.0004,15.92,3.405,1006.0844,2.9,0.9313,-0.0118,7.8838,20.41,0.8978,1.399,31.2453,0.0,16.92,0.7436,3.3496,24.868,10.28,6.8615,17.16,5.5926,15.96,4.7815,86.8006,0.0258,4.8727,9.45,0.0577,8.7773,6.4234,14.2545,151.7891,4.6532,5.5394,0.0251,9.75,33.866,27.3069,4.92,4.7358,0.3213,39.14,2.471,0.0,256.0,0.0568,-5336.0,2.7578,0.0082,0.682,15.9361,0.3461,0.3461,0.7857,2840.0,0.7027,3.2629,8.844,10.28,-0.0149,68.1001,203.7123,0.0016,0.8615,-0.1163,625.5182,3.1423,0.0156,0.0,3.405,0.0395,74.3853,0.0,0.0,0.011,20.41,11.5631,0.1043,0.373,1.3382,-1.0
0.0304,-0.0146,62.3288,1.4845,0.7569,0.1218,2.8958,69.0667,15.77,18.5155,-0.0006,15.79,2.3084,1000.8402,2.0,0.9258,-0.0169,9.2729,24.39,0.5679,0.9649,22.7157,0.0001,16.46,0.6627,3.9326,28.676,6.64,8.0929,16.78,5.5519,15.81,4.5607,86.6692,0.0466,4.6174,10.41,0.0993,10.5239,2.3095,20.0572,139.4236,4.5448,5.3697,0.029,3.22,34.573,25.426,4.254,4.9126,0.3579,45.4033,2.888,0.0,0.0,0.0672,-5472.0,1.0527,0.008,0.7964,17.5289,0.4021,0.402,0.9233,2846.0,0.8119,3.9814,7.9337,6.64,0.0718,62.9001,0.0,0.0004,0.9583,-0.027,612.5955,2.8045,0.011,0.0,2.3084,0.0331,82.8209,0.0,0.0,0.0098,24.39,8.9839,0.0684,0.203,1.3415,-1.0
0.0169,-0.0083,76.8769,8.9864,-0.5204,0.0627,4.8556,63.8444,15.97,11.0136,0.0002,15.95,1.6901,1007.4808,3.1,0.9335,0.0001,9.8801,13.81,1.2249,1.447,20.9094,0.0,15.26,0.7232,4.4004,31.786,5.83,9.3265,20.32,5.9035,16.01,4.3844,86.6814,0.0545,5.786,12.09,0.1135,16.365,4.7606,11.1346,143.6782,4.5434,5.1267,0.0122,6.84,40.006,17.1276,4.41,5.6729,0.3806,38.3809,2.875,0.0,751.5152,0.0273,-5361.5,2.2998,0.0034,0.6297,23.4142,0.3177,0.3177,0.6809,2826.0,0.6412,3.506,9.2085,5.83,-0.031,45.7,676.7694,-0.0008,0.8097,0.0614,614.0973,2.0957,0.0134,0.0,1.6901,0.0347,66.19,0.0,0.0,0.0088,21.53,7.2038,0.0953,0.331,1.3733,-1.0
0.0218,-0.0142,61.9718,-0.95,-0.5204,0.0749,4.8402,72.3111,15.89,20.95,-0.0006,15.91,2.7968,1003.0211,3.5,0.923,-0.0282,8.7616,16.04,1.1141,1.239,21.4808,0.0,16.12,0.7586,4.0774,30.299,9.51,8.9269,19.93,6.405,15.94,4.4299,87.0327,0.049,5.517,10.77,0.1134,6.354,3.4077,12.3092,136.75,4.5698,4.843,0.0283,4.66,35.922,24.9604,4.392,5.0021,0.2329,38.9026,2.453,702.7027,517.0732,0.0665,-6341.25,1.521,0.0043,0.7595,12.2165,0.3824,0.3824,0.6586,2855.0,0.7702,3.6965,9.054,9.51,0.0545,68.1001,5.0403,0.001,0.9615,-0.0763,623.5655,3.1423,0.0123,0.0,2.7968,0.0364,74.7088,0.0,0.0,0.0087,23.05,10.3597,0.2409,0.683,0.8115,-1.0
0.0306,-0.0101,55.377,2.8618,0.3311,0.128,3.1469,66.7333,15.95,17.1382,-0.0002,15.91,3.2766,1008.7769,2.1,0.9314,0.0112,26.1048,18.69,0.7314,1.04,38.9811,0.0,24.78,0.7884,2.6825,19.496,12.23,6.4883,19.27,5.9291,15.96,7.0083,86.8774,0.0203,5.4353,29.54,0.049,3.8595,5.1866,11.3909,150.7718,4.4982,7.2101,0.0181,7.82,29.135,22.83,3.193,4.1388,0.2852,43.0959,2.662,0.0,533.3333,0.0392,-6222.5,1.9554,0.0041,0.6692,14.4492,0.3367,0.3367,0.5172,2858.0,0.6777,3.0267,12.2602,12.23,-0.0465,62.9001,6.0348,0.0005,1.0149,-0.0391,617.51,2.8045,0.0167,0.0,3.2766,0.0542,83.2222,0.0,0.0,0.0162,18.69,8.3022,0.1754,0.614,1.4068,-1.0
0.0278,-0.0141,33.2449,-2.0764,-1.655,0.1157,3.5602,67.4111,15.95,22.0764,-0.0005,15.93,2.1391,1005.3318,2.4,0.934,-0.0195,5.6045,23.85,0.7574,1.376,33.3826,0.0,19.31,0.7591,3.7537,28.097,7.16,8.1083,19.72,6.314,15.98,5.4197,86.7366,0.0323,5.5574,6.72,0.0642,12.2403,6.11,15.5746,153.0282,4.5775,6.5522,0.0246,9.35,31.282,30.4914,4.585,4.3566,0.2494,42.9293,2.461,993.722,738.4615,0.0579,-6305.25,2.9181,0.0073,0.9083,12.124,0.4581,0.4582,0.6903,2881.0,0.9245,3.7904,10.3051,7.16,-0.0574,45.3999,9.8277,0.0008,0.8786,-0.0605,629.2227,2.0446,0.018,0.0,2.1391,0.0506,129.9072,0.0,0.0,0.0139,23.85,9.4593,0.0597,0.212,1.2706,-1.0
0.0225,-0.0144,45.8732,3.36,0.7569,0.0858,4.1564,67.3667,15.77,16.64,-0.0004,15.79,1.4819,1000.8402,2.8,0.9305,0.0097,9.0359,28.9,0.9206,0.9649,18.0449,0.0,18.61,0.6627,4.6473,33.842,5.87,10.1082,17.27,5.318,15.81,5.2497,86.5928,0.0325,4.8695,10.38,0.0676,11.3892,7.0302,15.4055,146.5109,4.5122,5.5034,0.0291,10.3,33.587,25.3734,4.254,4.7788,0.1975,45.4033,2.888,0.0,431.5789,0.0618,-5412.5,2.7846,0.0104,0.6258,9.8005,0.3131,0.3131,0.9233,2848.0,0.6266,4.6924,9.6147,5.87,-0.0467,62.9001,395.7312,0.001,0.9857,-0.0707,615.8836,2.8045,0.0199,0.0,1.4819,0.1002,75.9932,0.0,0.0,0.0245,28.9,8.9839,0.1278,0.442,1.391,-1.0
0.0179,-0.0093,69.7051,4.0427,-0.0946,0.0617,3.2869,66.9333,15.96,15.9573,0.0001,15.92,2.1851,1006.0844,2.2,0.928,-0.0177,8.3462,26.18,0.6481,1.399,19.5843,0.0001,22.97,0.7436,5.2273,38.995,7.61,11.4274,16.89,5.6554,15.96,6.3993,86.9622,0.0331,4.6694,10.39,0.0756,7.5901,5.4374,12.3891,146.0255,4.5337,6.4518,0.0328,7.94,31.265,23.229,4.92,4.3258,0.2605,39.14,2.471,0.0,971.4286,0.0647,-5320.5,2.9031,0.0072,0.429,11.4947,0.2169,0.2169,0.7857,2848.0,0.4387,4.1591,10.5465,7.61,-0.0306,53.3,0.0,-0.0004,1.0437,0.026,629.4591,2.4047,0.0114,0.0,2.1851,0.0377,49.1957,0.0,0.0,0.0116,26.18,11.5631,0.2496,0.884,1.2882,-1.0
0.0283,-0.0129,29.4004,2.8618,-0.5204,0.0972,4.0665,68.8556,15.89,17.1382,-0.0003,15.91,1.4848,1003.0211,2.8,0.928,-0.0408,7.9757,16.71,0.9221,1.239,14.085,0.0001,20.61,0.7586,4.8583,36.055,4.88,10.9805,20.62,7.1774,15.94,5.7257,86.8346,0.0184,5.7376,9.7,0.0442,8.2874,6.4813,8.6469,147.81,4.5337,6.6293,0.0169,9.58,30.804,21.7888,4.392,4.2763,0.3394,38.9026,2.453,376.9634,0.0,0.0374,-5304.5,2.6309,0.0059,0.4691,17.6407,0.2366,0.2366,0.6586,2848.0,0.4774,4.0087,11.1931,4.88,-0.0778,61.3999,341.3634,0.0003,1.0717,-0.0214,629.3836,2.8677,0.0169,0.0,1.4848,0.0553,47.6509,0.0,0.0,0.0169,25.23,10.3597,0.1558,0.542,0.9278,-1.0
0.0149,-0.0112,40.0891,-1.9909,0.3311,0.0634,2.9352,71.5444,15.95,21.9909,-0.0001,15.91,1.4115,1008.7769,2.1,0.9356,0.0143,4.2956,17.36,0.7518,1.04,18.0611,0.0001,19.16,0.7884,3.1312,22.983,4.95,6.7757,21.07,6.0443,15.96,5.4567,86.8967,0.0529,6.0301,4.93,0.1189,5.112,11.427,12.5046,152.7082,4.5724,5.889,0.0268,17.45,27.352,26.8809,3.193,3.8681,1.138,43.0959,2.662,996.7213,0.0,0.0619,-5387.5,4.5575,0.0053,0.8385,41.5401,0.4189,0.4189,0.5172,2870.0,0.8371,2.8063,9.0449,4.95,-0.0033,45.7002,80.501,-0.0006,0.946,0.0437,618.6027,2.1115,0.0087,0.0,1.4115,0.0359,40.356,0.0,0.0,0.0117,17.36,8.3022,0.0731,0.247,0.8822,-1.0
0.0162,-0.0089,63.6872,0.7655,-0.5204,0.0519,4.1574,69.7556,15.97,19.2345,0.0,15.95,1.377,1007.4808,2.9,0.9327,-0.0173,7.9464,15.36,0.9799,1.447,33.3539,0.0001,20.23,0.7232,3.9854,28.733,4.8,8.7336,25.07,7.1479,16.01,5.7748,86.8109,0.0518,7.126,8.99,0.1003,10.7967,5.7586,8.8098,147.6055,4.5454,6.1807,0.0204,8.5,31.353,25.2115,4.41,4.5064,0.1965,38.3809,2.875,0.0,367.8161,0.0466,-6300.25,2.4422,0.0037,0.6935,12.4072,0.3488,0.3487,0.6809,2830.0,0.7016,3.309,10.4844,4.8,0.0288,59.2,7.346,-0.0011,0.8485,0.0809,611.0564,2.6887,0.0096,0.0,1.377,0.0364,65.7051,0.0,0.0,0.0098,20.22,7.2038,0.0976,0.347,1.0273,-1.0
0.0136,-0.0118,54.9102,1.9245,0.2365,0.0483,32.274,65.3778,15.99,18.0755,-0.0004,15.92,3.2594,1008.7232,21.1,0.9338,0.0005,9.1606,19.28,5.3602,1.338,32.1755,0.0,18.93,0.7287,3.973,28.799,11.56,8.7757,23.51,6.8691,15.99,5.4209,86.6954,0.0608,6.6981,10.83,0.1394,10.1323,4.6417,9.5869,145.6355,4.5389,5.7777,0.0278,6.76,35.725,22.7319,4.567,5.088,0.2603,39.0136,2.803,607.9027,392.0,0.0563,-5803.0,1.886,0.0032,0.7852,10.9822,0.396,0.396,0.6982,2824.0,0.7989,3.8952,10.4447,11.56,-0.0698,55.2,496.6803,-0.0013,1.1641,0.093,613.0645,2.5607,0.0174,0.0,3.2594,0.1064,68.9974,0.0,0.0,0.0245,23.88,13.3877,0.1231,0.435,1.0184,1.0
0.0145,-0.0063,48.9152,-0.1973,0.7569,0.0482,3.1369,66.9444,15.77,20.1973,0.0004,15.79,2.8586,1000.8402,2.1,0.9265,0.0153,8.9013,16.93,0.6616,0.9649,18.2938,0.0001,15.43,0.6627,4.1751,30.779,11.01,8.7137,17.71,5.9963,15.81,4.2393,86.5018,0.0496,4.9115,10.64,0.1029,10.1586,9.2828,12.818,139.6136,4.5682,5.3674,0.0231,12.96,36.903,25.7623,4.254,5.1871,0.1347,45.4033,2.888,88.1089,0.0,0.054,-5766.75,4.1739,0.0045,0.6743,6.7561,0.3386,0.3386,0.9233,2840.0,0.6801,4.1067,9.4477,11.01,-0.0461,71.0999,57.8427,0.0005,1.785,-0.0344,623.1245,3.1906,0.0122,0.0,2.8586,0.0416,84.1648,0.0,0.0,0.0118,25.59,8.9839,0.2968,0.944,0.8467,-1.0
0.0197,-0.015,25.3968,-1.9855,0.7569,0.0736,2.7864,68.1889,15.77,21.9855,-0.0004,15.79,1.3667,1000.8402,1.9,0.9217,0.0033,7.0022,26.5,0.6431,0.9649,35.9372,0.0,25.62,0.6627,4.4844,33.833,3.89,9.6694,19.23,6.085,15.81,6.9898,86.8489,0.016,5.2436,8.63,0.0331,7.1735,7.9214,15.2572,141.7673,4.4937,7.6722,0.02,11.23,33.812,30.1818,4.254,4.6683,0.2269,45.4033,2.888,0.0,578.7234,0.0457,-5329.0,3.2271,0.0078,0.4253,11.3389,0.214,0.214,0.9233,2836.0,0.4307,4.1961,10.3473,3.89,-0.0009,50.3999,0.0,0.0006,0.8628,-0.0437,631.5455,2.3343,0.0166,0.0,1.3667,0.0406,58.7157,0.0,0.0,0.0101,26.5,8.9839,0.2876,0.797,1.2269,-1.0
0.0155,-0.0111,37.7104,2.4718,-0.5204,0.0527,4.7535,69.4222,15.97,17.5282,-0.0002,15.95,2.3484,1007.4808,3.3,0.927,0.0034,10.8293,32.48,1.1702,1.447,20.7711,0.0,20.55,0.7232,4.894,35.819,8.6,10.697,13.06,4.6869,16.01,5.8056,86.6108,0.0076,3.6774,12.71,0.0174,7.4213,6.6471,16.0027,148.0345,4.5556,5.9995,0.0261,9.84,38.37,24.4754,4.41,5.4239,0.233,38.3809,2.875,0.0,375.2212,0.0578,-5410.0,2.7878,0.0036,0.8241,9.932,0.4111,0.4111,0.6809,2856.0,0.8203,5.2441,10.206,8.6,-0.0754,57.4001,26.9649,-0.0014,0.9398,0.1051,619.3682,2.7014,0.0176,0.0,2.3484,0.0554,50.8403,0.0,0.0,0.0177,32.48,7.2038,0.1372,0.484,1.436,-1.0
0.0204,0.0013,451.4851,3.7127,-1.655,0.0919,4.2912,69.9111,15.95,16.2873,0.001,15.93,1.5318,1005.3318,3.0,0.9243,-0.0114,8.5238,17.53,0.8594,1.376,16.3158,0.0002,15.61,0.7591,4.7713,35.05,5.01,10.7018,16.26,4.4837,15.98,4.4291,86.7481,0.0221,4.6276,10.48,0.0535,5.799,5.1701,9.5027,150.48,4.5027,4.5788,0.0272,7.78,33.132,22.2294,4.585,4.651,0.4187,42.9293,2.461,0.0,0.0,0.0604,-6180.75,2.4131,0.0067,0.5892,17.6233,0.2973,0.2973,0.6903,2858.0,0.6001,3.8666,9.0755,5.01,0.0368,60.8999,4.6849,0.0002,1.3572,-0.0112,625.87,2.7893,0.0132,0.0,1.5318,0.0412,77.3237,0.0,0.0,0.0112,24.2,9.4593,0.1241,0.407,1.3667,-1.0
0.019,-0.008,63.8498,-0.66,0.7569,0.0673,2.7068,66.5,15.77,20.66,0.0001,15.79,1.3733,1000.8402,1.8,0.9236,0.0065,8.8464,23.55,0.6164,0.9649,18.3374,0.0001,19.24,0.6627,4.931,36.704,5.01,11.2826,24.41,7.2623,15.81,5.3375,86.9622,0.0266,6.7713,10.63,0.0631,6.0522,6.6432,13.8445,144.2073,4.4987,6.4813,0.0282,9.58,35.978,26.0425,4.254,5.0087,0.2345,45.4033,2.888,394.8812,0.0,0.0611,-5461.75,2.5426,0.0043,0.429,10.0209,0.2169,0.2169,0.9233,2852.0,0.4387,3.769,10.5534,5.01,-0.0191,50.3999,271.3117,-0.0005,1.0678,0.0335,624.8355,2.3343,0.017,0.0,1.3733,0.0392,37.9698,0.0,0.0,0.0111,23.55,8.9839,0.1679,0.458,0.9261,-1.0
0.024,-0.012,62.7615,-1.0573,-0.5204,0.0678,3.3382,68.9,15.97,21.0573,-0.0002,15.95,1.1269,1007.4808,2.3,0.928,-0.0099,8.9941,23.61,0.7,1.447,23.6161,0.0,18.38,0.7232,4.8247,35.7729,4.04,10.9835,18.48,5.9499,16.01,5.085,86.9622,0.055,5.1284,10.41,0.1099,12.2192,3.3903,18.1719,144.2355,4.5337,6.0415,0.0243,4.89,34.339,29.012,4.41,4.8199,0.342,38.3809,2.875,293.0373,0.0,0.0488,-5055.5,1.3666,0.0097,0.429,14.7455,0.2169,0.2169,0.6809,2848.0,0.4387,3.7993,9.8604,4.04,-0.0952,40.4001,315.7446,0.0005,1.1229,-0.04,621.4336,1.854,0.0182,0.0,1.1269,0.0477,80.2263,0.0,0.0,0.0165,23.61,7.2038,0.1508,0.436,1.3514,-1.0
0.021,-0.0111,39.5062,11.2909,-0.7096,0.0908,2.6697,67.4222,15.91,8.7091,-0.0002,15.9,1.7594,1002.4074,1.8,0.9332,0.0001,6.3171,13.9,0.636,1.135,14.2373,0.0,18.7,0.6802,4.3035,31.759,5.66,9.1337,16.86,5.594,15.94,5.3249,86.7297,0.0267,4.8084,8.54,0.0534,7.3062,10.7271,5.6007,145.0527,4.5483,4.8826,0.0191,15.56,35.294,13.8957,4.062,4.8743,0.247,42.266,2.467,0.0,0.0,0.0402,-5343.0,4.45,0.0049,0.6788,10.5902,0.3421,0.3421,0.6128,2828.0,0.6897,3.5412,9.0149,5.66,-0.0606,52.5,203.0242,0.0002,0.9051,-0.0177,631.4182,2.4155,0.0113,0.0,1.7594,0.0381,57.6635,0.0,0.0,0.0101,22.36,7.6118,0.2075,0.599,1.3452,1.0
0.0238,-0.0111,55.0169,-1.9573,-0.1419,0.0688,3.813,70.8111,15.98,21.9573,-0.0001,15.89,1.282,1004.4267,2.7,0.9346,-0.0218,3.4025,15.45,0.8753,0.9649,9.8804,0.0,18.13,0.827,3.09,22.637,4.09,6.6606,19.01,6.2807,15.9,5.1359,86.8967,0.0066,5.4122,3.85,0.014,10.4629,9.1321,12.8818,152.1009,4.6195,6.3184,0.018,13.89,23.265,27.0214,3.879,3.2973,0.3411,37.3689,3.463,0.0,415.5844,0.037,-5541.75,4.1297,0.0051,0.8385,16.4231,0.4189,0.4189,0.6295,2875.0,0.8371,2.499,8.9083,4.09,-0.0173,54.3,456.1946,-0.001,1.0361,0.0716,618.26,2.5002,0.0375,0.0,1.282,0.1106,61.7897,0.0,0.0,0.028,15.45,9.7247,0.061,0.172,0.887,-1.0
0.0191,-0.0062,107.0994,-0.4482,-0.1419,0.0693,2.8007,71.4111,15.98,20.4482,0.0004,15.89,2.9169,1004.4267,2.0,0.9357,-0.0266,5.467,17.0,0.7705,0.9649,22.9263,0.0,17.72,0.827,3.0725,22.499,9.75,6.4035,19.87,6.275,15.9,5.013,86.8967,0.0106,5.6388,6.12,0.0251,10.8755,7.8704,15.1218,153.2318,4.5829,5.87,0.0174,12.06,31.928,28.0456,3.879,4.5338,1.138,37.3689,3.463,708.1481,137.4233,0.0422,-5782.25,3.5193,0.0078,0.8385,41.5401,0.4189,0.4189,0.6295,2867.0,0.8371,2.7479,8.1314,9.75,0.1294,56.7002,111.7147,0.0041,0.9389,-0.3032,618.6555,2.6243,0.0439,0.0,2.9169,0.1147,71.9688,0.0,0.0,0.0351,17.0,9.7247,0.0598,0.157,1.3586,-1.0
0.0134,-0.0111,35.0168,-3.9318,0.7569,0.0595,1.4842,67.3778,15.83,23.9318,0.0,15.85,3.2381,1002.8717,1.0,0.9343,-0.0132,4.8752,22.23,0.3492,0.9271,19.6902,0.0001,17.87,0.7677,3.0356,23.186,10.2,6.6706,17.47,6.7701,15.87,4.9326,86.6662,0.0245,4.865,6.16,0.0536,8.6769,3.8097,10.2026,154.3427,4.5296,5.6304,0.026,5.88,31.421,29.5895,3.23,4.2795,0.1893,35.9936,2.703,0.0,0.0,0.0552,-5254.5,2.1529,0.0048,0.7055,9.6108,0.3555,0.3555,0.511,2857.0,0.7166,3.8788,9.0408,10.2,-0.0069,50.3999,0.0,0.0,0.9824,-0.0037,642.9791,2.3343,0.0108,0.0,3.2381,0.0479,65.173,0.0,0.0,0.0121,24.94,8.0028,0.1042,0.37,0.8702,-1.0
0.0654,-0.009,49.0934,-2.3355,0.7569,0.2555,3.7705,68.9556,15.83,22.3355,0.0001,15.85,1.9598,1002.8717,2.6,0.929,-0.0102,9.8795,14.06,0.9139,0.9271,30.058,0.0001,17.59,0.7677,4.7929,35.168,7.16,10.4916,18.39,5.5167,15.87,4.9515,86.6954,0.151,5.2076,11.36,0.3118,8.9804,4.3162,12.1404,149.6673,4.5141,5.4654,0.0382,6.46,31.276,28.2141,3.23,4.4329,0.1975,35.9936,2.703,246.926,0.0,0.0783,-6208.75,1.7847,0.0066,0.7852,9.8005,0.396,0.396,0.511,2843.0,0.7989,3.4086,9.1952,7.16,-0.0821,49.4001,4.8366,0.0002,0.8862,-0.0167,619.8982,2.2069,0.0135,0.0,1.9598,0.0408,56.5567,0.0,0.0,0.011,21.13,8.0028,0.0633,0.205,0.9392,-1.0
0.0225,-0.0144,29.0909,-0.2173,-1.655,0.1007,4.6549,68.7444,15.95,20.2173,-0.0004,15.93,1.6315,1005.3318,3.2,0.9217,-0.0193,9.5692,18.34,0.9541,1.376,34.3911,0.0,16.77,0.7591,4.5929,34.857,4.79,9.946,16.49,5.6106,15.98,4.5222,86.5202,0.0527,4.5051,12.32,0.1167,5.9987,5.3996,11.5072,136.8627,4.4937,5.3101,0.0196,7.39,35.337,26.9312,4.585,4.8275,0.3016,42.9293,2.461,0.0,391.1111,0.042,-5409.25,2.0896,0.0039,0.6186,15.0738,0.3098,0.3098,0.6903,2836.0,0.6206,2.8816,9.0202,4.79,0.0228,62.9001,332.0321,0.0011,0.8595,-0.0837,636.4473,2.8045,0.0135,0.0,1.6315,0.052,70.7983,0.0,0.0,0.0142,18.34,9.4593,0.1414,0.473,1.2165,-1.0
