Sensor-57,Sensor-134,Sensor-76,Sensor-28,Sensor-164,Sensor-369,Sensor-108,Sensor-81,Sensor-449,Sensor-319
0.9316,1008.7122,0.0056,7.3253,0.159,0.0019,-0.031,-0.045,0.8599,4.4077
0.9327,992.7452,0.0129,7.2793,0.108,0.0077,0.2648,-0.0097,0.2933,4.0066
0.9284,998.2901,0.0092,7.2735,0.078,0.0028,0.0371,-0.0255,0.1137,2.6654
0.9331,1006.6856,-0.0056,7.2818,0.201,0.0021,0.0867,-0.0302,0.3814,2.1568
0.9315,1011.8856,-0.0063,7.324,0.1,0.0033,-0.0236,-0.0101,0.4191,2.4629
0.9298,1008.7122,-0.0225,7.154,0.128,0.0036,0.1762,-0.0461,0.4191,4.1402
0.9174,1016.53,-0.0144,7.2415,0.086,0.0028,0.0415,0.015,0.213,3.9216
0.92,1000.3791,-0.0101,7.3163,0.158,0.0031,-0.0073,0,0.3148,3.5626
0.9213,1008.8589,-0.0188,7.3487,0.05,0.0025,-0.0379,-0.0109,0.2072,3.9011
0.9317,1006.6856,0.0057,7.1902,0.058,0.0043,0.1298,-0.0376,0.1899,4.5408
0.9174,1016.53,0.0044,7.2782,0.166,0.0035,-0.0346,-0.0229,0.213,3.6029
0.9331,1008.8589,0.0051,7.24,0.226,0.0042,-0.0223,-0.0369,0.1828,2.5882
0.9284,996.0538,-0.0383,7.1858,0.066,0.0019,0.0911,-0.0276,0.2679,2.3295
0.9255,1008.7122,0.0195,5.1715,0.065,0.0049,0.062,-0.0552,0.1852,1.9526
0.9298,1007.63,0.0069,7.2533,0.135,0.0023,0.0027,-0.0127,0.3795,4.2301
0.9316,991.3567,0.0177,7.373,0.086,0.0027,-0.005,-0.0448,0.2686,2.4406
0.9192,1007.6922,0.0277,7.3228,0.134,0.0023,-0.0004,-0.0141,0.1991,4.2129
0.9317,1012.3378,0.0405,7.3803,0.236,0.0023,0.0434,-0.0187,0.2112,5.4774
0.9315,998.2901,-0.0101,7.1942,0.177,0.0026,0.0796,-0.0106,0.4098,2.2532
0.9314,989.8022,-0.0116,7.3115,0.156,0.002,0.0882,-0.0367,0.7949,3.9576
0.9334,1007.2276,-0.0003,7.2875,0.126,0.0036,-0.4018,-0.0227,0.3699,2.5752
0.9322,1008.8589,-0.0313,7.3295,0.124,0.0031,0.0437,-0.0265,0.3699,2.348
0.9314,1008.7122,0.0106,7.2435,0.161,0.0035,0.0434,-0.0373,0.4098,3.888
0.9316,998.2901,-0.004,7.1725,0.129,0.0036,-0.1233,-0.0236,0.288,2.4839
0.9314,991.3567,0.0161,7.2603,0.034,0.0027,0.0526,-0.033,0.3085,2.6413
0.9224,1009.8822,0.0048,7.4023,0.157,0.0035,-0.0282,-0.012,0.3005,4.5914
0.9354,1011.6333,-0.0037,7.3762,0.221,0.0022,0.047,-0.1084,0.2984,2.9872
0.9266,1011.6333,0.0169,7.3065,0.241,0.0024,-0.0232,-0.0985,0.1908,3.7945
0.9331,1012.0556,-0.001,5.2242,0.126,0.0034,-0.1156,-0.0043,0.3206,2.8415
0.9331,1012.0556,0.0037,5.1058,0.108,0.0042,0.0036,-0.0147,0.3206,2.7127
0.9368,1003.854,0.0245,5.0345,0.098,0.0024,-0.0713,-0.0771,0.1406,2.4086
0.9257,1003.854,-0.0019,7.3795,0.195,0.0031,0.0436,-0.0893,0.1406,3.9129
0.9337,1005.6244,-0.0053,7.362,0.112,0.0035,0.0701,-0.1027,0.1928,2.2992
0.9337,1012.4722,-0.0025,7.3117,0.058,0.0056,0.0541,0.0206,0.1928,2.0962
0.9337,1014.2044,-0.0198,5.1052,0.113,0.0042,-0.0406,-0.1202,0.1928,2.2378
0.9364,1005.6298,0.0282,7.4532,0.087,0.0021,-0.0541,0.0061,0.1406,2.6554
0.9378,1002.4991,-0.0023,7.2257,0.101,0.0047,-0.0047,0.0192,0.2481,3.2712
0.9335,1011.6333,-0.0318,7.3305,0.087,0.0031,0.0561,-0.0989,0.1928,3.7511
0.9337,1012.4722,-0.0111,5.1018,0.113,0.0051,0.0341,0.0215,0.1928,2.4274
0.9331,1012.0556,0.0079,7.288,0.096,0.0031,-0.1008,-0.0974,0.2356,2.3868
0.9354,1012.0556,0.0011,5.0915,0.142,0.003,-0.1577,-0.1025,0.1985,2.1695
0.9282,1003.854,-0.0029,7.3323,0.066,0.0027,0.014,-0.0701,0.2077,2.5928
0.9271,1004.895,-0.0191,5.1365,0.115,0.0037,-0.0161,-0.0998,0.2732,3.0578
0.9353,1005.6298,-0.0272,7.3807,0.104,0.0025,0.097,-0.094,0.1964,2.1248
0.9369,1005.6298,-0.013,7.357,0.147,0.0037,-0.0096,-0.0967,0.4236,2.3813
0.925,1004.895,-0.0156,5.1422,0.116,0.0028,0.1306,-0.0817,0.2334,3.9535
0.9364,1004.9778,-0.0041,5.1958,0.094,0.0014,0.0192,-0.093,0.1406,4.3606
0.9227,1005.6298,-0.0268,5.1478,0.127,0.0046,0.0115,-0.089,0.4236,2.7868
0.9278,1004.9778,-0.0239,4.9908,0.12,0.0037,0.0443,-0.0888,0.792,2.8567
0.9369,1004.9778,-0.0108,7.344,0.22,0.0016,-0.0159,-0.0876,0.2094,2.5496
0.9309,1003.854,-0.0241,7.448,0.164,0.0034,0.0377,-0.0876,0.1371,2.9411
0.9264,1005.6298,0.0093,5.15,0.118,0.0091,-0.024,0.0097,0.4354,4.305
0.9309,1004.9778,-0.01,7.366,0.187,0.0027,0.0617,-0.0927,0.2984,2.2311
0.9348,1003.5358,0.0242,5.059,0.115,0.0026,0.0484,-0.0957,0.1327,2.3064
0.9228,1004.895,-0.0024,7.2743,0.047,0.0032,-0.0135,-0.0898,0.2077,3.6816
0.9364,1003.5358,0.0189,7.2925,0.116,0.0028,0.0735,-0.0881,0.2093,3.0895
0.9278,1004.895,-0.0189,5.1353,0.092,0.002,0.0188,-0.0843,0.2093,1.6774
0.9337,1004.9778,0.0395,5.1237,0.087,0.0019,0.0836,-0.0836,0.2858,3.0019
0.9354,1004.167,-0.0001,5.0455,0.119,0.004,-0.2156,-0.0777,0.1937,2.3722
0.9366,1004.9778,0.0377,7.2935,0.116,0.0021,0.0211,-0.0977,0.2369,2.3597
0.9309,1004.895,-0.0035,5.2818,0.123,0.002,-0.0573,-0.079,0.1448,2.7824
0.9271,1003.5358,0.0076,5.0947,0.089,0.0024,0.0871,-0.0916,0.1937,4.6751
0.9257,1003.5358,-0.0202,7.3373,0.184,0.0032,-0.1136,-0.0883,0.243,3.2695
0.9354,1004.96,-0.0027,5.2155,0.106,0.0021,0.0971,-0.091,0.1371,2.2295
0.9271,1003.5358,-0.0046,7.3297,0.086,0.0029,-0.0171,-0.0785,0.2732,3.2001
0.9337,1004.9778,-0.0045,5.0813,0.14,0.001,0.0635,-0.1037,0.1625,2.1739
0.9354,1004.96,-0.0167,5.109,0.102,0.0022,0.0689,-0.1022,0.1561,2.8345
0.9348,1003.5358,0.0029,5.1408,0.136,0.0019,0.0666,-0.0877,0.1625,3.8172
0.936,1004.96,0.0242,5.1482,0.091,0.0048,0.0046,-0.0964,0.2093,2.0747
0.9271,1004.96,0.0046,5.0407,0.135,0.0026,-0.2896,-0.0845,0.1337,3.2571
0.9359,1004.96,-0.013,7.2695,0.094,0.0034,-0.0942,-0.0835,0.2093,3.1608
0.9266,1003.5358,0.0089,7.3937,0.101,0.0018,-0.008,-0.078,0.2334,4.0314
0.9334,1003.5358,-0.013,7.427,0.134,0.0031,0.1009,0.0197,0.4354,3.0288
0.9271,1004.96,0.0307,7.4315,0.146,0.0038,-0.0723,-0.0801,0.2094,3.9743
0.9227,1002.6611,0.0264,5.1392,0.124,0.0023,0.0572,-0.0951,0.1985,2.7842
0.9266,1003.6322,0.0015,5.1395,0.09,0.0044,0.0296,-0.0826,0.1985,4.1538
0.9337,1002.6611,0.0007,7.4065,0.087,0.0022,-0.0108,-0.0887,0.1371,1.9636
0.9368,1002.6611,-0.0017,7.2212,0.082,0.0031,-0.0109,-0.0682,0.2369,2.4777
0.9354,1003.6322,-0.0007,7.3625,0.199,0.0033,0.0985,-0.077,0.2334,2.0022
0.9309,1014.2967,-0.0393,7.323,0.145,0.0017,-0.026,-0.0741,0.3695,2.5274
0.9217,1005.3694,-0.0277,5.1777,0.099,0.0035,-0.0499,-0.0901,0.792,1.9644
0.9364,1005.3694,-0.0149,7.2668,0.156,0.0049,-0.0155,-0.0921,0.1908,2.4945
0.9257,1014.2967,-0.0242,5.1818,0.08,0.002,0.0047,-0.1008,0.1406,3.0528
0.9354,1005.3694,-0.0288,7.2575,0.222,0.0023,0.0196,-0.1302,0.3322,2.035
0.9354,1014.2967,-0.0119,7.4265,0.165,0.0017,-0.0004,-0.116,0.3695,2.4232
0.9354,1015.3522,-0.0064,7.3733,0.203,0.0022,-0.0165,-0.1404,0.243,2.2896
0.9249,1014.2967,0.0008,5.1763,0.111,0.0024,-0.0401,-0.0781,0.3727,3.6018
0.9359,1003.6322,-0.0199,4.9115,0.082,0.0021,0.0018,-0.0853,0.1371,2.9011
0.9366,1014.2967,-0.0164,7.33,0.136,0.0035,0.0706,-0.0648,0.1964,3.2064
0.9242,1005.7904,-0.0204,7.2848,0.177,0.0021,-0.0217,-0.1087,0.2334,2.8609
0.9309,1003.6322,-0.021,7.3315,0.161,0.0047,0.0439,-0.0939,0.243,1.9272
0.9266,1005.7904,-0.0175,7.3763,0.087,0.0026,-0.041,-0.1301,0.1625,3.351
0.9364,1005.3694,-0.0271,5.0405,0.083,0.0059,-0.0073,-0.0966,0.792,2.3958
0.9366,1005.6298,-0.0047,5.1113,0.138,0.0044,0.042,-0.0063,0.3058,3.2435
0.9348,1005.7904,0.0292,7.373,0.123,0.0025,0.0577,-0.1274,0.0947,2.7928
0.9378,1004.110179,-0.0007,5.1245,0.091,0.0037,0.1037,0.0062,0.2253,3.061
0.9354,1005.6244,-0.0162,7.3687,0.105,0.0015,-0.0159,-0.1041,0.1908,2.2204
0.9354,1004.5381,-0.0082,5.1,0.123,0.0018,-0.015,-0.1016,0.1561,2.0228
0.937,1004.5381,-0.0073,5.2395,0.116,0.0025,0.0155,-0.1025,0.1448,2.0503
0.9238,1004.5381,0.0029,5.0698,0.132,0.002,-0.0663,-0.1001,0.2094,2.7229
0.9217,1004.5381,-0.0318,7.3762,0.187,0.0045,-0.2749,-0.1018,0.1629,2.4306
0.937,1004.5381,-0.0281,5.1668,0.111,0.0042,-0.1762,-0.1135,0.3695,2.097
0.9354,1004.5381,0.0114,7.396,0.059,0.0028,0.0681,-0.0916,0.3322,2.6405
0.9257,1004.5381,-0.0337,7.383,0.092,0.0015,0.0664,-0.0987,0.2732,4.4223
0.9359,1004.5381,-0.025,7.284,0.086,0.002,-0.0027,-0.1286,0.2077,2.8268
0.9271,1015.3522,0.034,5.1638,0.14,0.0024,0.0889,-0.1437,0.1561,3.7999
0.9354,1005.7904,-0.0326,5.1018,0.132,0.0029,-0.0367,-0.121,0.2094,2.0877
0.9368,1004.7456,-0.0025,7.33,0.249,0.0026,0.0434,-0.1011,0.4236,2.7216
0.9348,1003.5673,-0.0189,5.0118,0.111,0.0031,0.0499,-0.1055,0.0947,2.0551
0.9257,1003.5673,0.022,7.425,0.156,0.0014,0.0222,-0.0781,0.2369,3.6996
0.9227,1003.5673,-0.0269,7.2793,0.18,0.0044,0.0604,-0.0993,0.2334,2.4628
0.937,1003.5673,-0.024,5.228,0.112,0.0028,0.0915,-0.0989,0.1327,2.0134
0.929,1015.3522,-0.0106,7.301,0.13,0.0046,-0.0475,0.0124,0.2167,2.4719
0.9364,1005.3694,-0.0416,7.2495,0.064,0.0029,0.0731,-0.0166,0.2693,2.6665
0.9242,1003.5557,-0.0502,7.2895,0.118,0.0053,-0.0428,-0.026,0.2369,2.8149
0.9364,1005.7904,0.0102,7.3647,0.132,0.0031,0.0139,-0.0019,0.3808,2.9457
0.9354,1002.1998,0.0185,5.1685,0.122,0.0019,-0.0176,-0.0011,0.2858,2.4761
0.925,1002.1998,0.0022,7.2247,0.089,0.0024,0.049,-0.0265,0.0947,4.1943
0.9368,1003.5557,0.0237,7.3817,0.078,0.0024,-0.0632,-0.0161,0.2369,2.2131
0.9271,1002.1998,0.0132,7.3192,0.063,0.0033,-0.0477,-0.0197,0.2094,3.6366
0.937,1002.1998,-0.0355,5.0875,0.129,0.0022,0.0642,-0.0081,0.1937,2.1519
0.9337,1006.3928,-0.0256,7.3303,0.152,0.004,0.1023,-0.0995,0.1188,2.5917
0.9354,1003.854,-0.0127,5.1517,0.136,0.0032,0.1899,-0.0871,0.2858,2.9523
0.936,1002.1998,0.0073,5.109,0.129,0.0022,0.1187,-0.0118,0.2093,3.058
0.9364,1003.5673,-0.0172,4.808,0.131,0.0045,0.0838,-0.022,0.2228,2.9589
0.9247,1003.1956,-0.0168,7.2345,0.048,0.0031,-0.0016,-0.1019,0.8462,3.0015
0.9317,999.4826,-0.0082,7.3375,0.163,0.0039,-0.2049,0.0147,0.2657,4.222
0.9332,1015.5533,-0.0012,7.252,0.166,0.0025,0.0076,0.0009,0.3098,4.3656
0.9303,1001.4281,-0.0004,7.3092,0.064,0.0044,0.1045,0.0023,0.299,2.1691
0.9303,999.4826,-0.0183,7.2315,0.052,0.0035,-0.1402,0.021,0.3314,2.2365
0.9306,999.4826,-0.0047,7.1947,0.091,0.0032,-0.0563,0.04,0.2098,2.4198
0.9312,999.4826,-0.0169,7.396,0.09,0.0025,-0.0775,0.0253,0.323,2.913
0.9202,999.4826,-0.0108,7.313,0.153,0.0025,0.0607,0.0243,0.4167,4.7304
0.9317,1001.4281,-0.0172,5.1295,0.123,0.0017,-0.0469,-0.0104,0.1769,2.0044
0.9187,999.4826,-0.0324,7.1602,0.117,0.0029,0.0282,0.0337,0.4401,4.6274
0.9337,999.4826,-0.0096,7.422,0.08,0.0046,-0.0037,0.016,0.4351,4.2845
0.9186,999.4826,-0.0146,7.2933,0.125,0.0031,0.0552,0.0312,0.33,4.5
0.9202,999.4826,-0.0161,7.2677,0.175,0.0027,-0.0062,0.007,0.251,4.783
0.9322,1016.2833,-0.006665036,7.2138,0.213,0.0021,-0.0225,-0.018181097,0.3027,2.283
0.9337,1016.2833,-0.006665036,5.1925,0.045,0.0028,-0.0574,-0.018181097,0.3027,2.3031
0.9322,1016.2833,-0.006665036,7.3193,0.144,0.0031,-0.0997,-0.018181097,0.3027,2.1644
0.9337,997.7594,-0.006665036,7.3528,0.179,0.0033,-0.0243,-0.018181097,0.6701,4.1276
0.9353,997.7594,-0.006665036,7.2372,0.174,0.0028,-0.0432,-0.018181097,0.6701,2.007
0.9317,1001.4281,-0.006665036,7.3893,0.087,0.0029,-0.1092,-0.018181097,0.1319,4.3271
0.9337,997.7594,-0.006665036,5.215,0.108,0.0034,-0.0515,-0.018181097,0.6701,3.9404
0.9327,1002.4237,-0.006665036,7.3228,0.079,0.0037,-0.0063,-0.018181097,0.1137,1.8656
0.9082,1001.4281,-0.0177,7.117,0.186,0.003,-0.1254,-0.0116,0.4081,4.5522
0.9186,997.7594,-0.006665036,7.1725,0.111,0.0043,-0.0072,-0.018181097,0.377,4.591
0.9332,1015.7622,-0.006665036,5.1737,0.054,0,0,-0.018181097,0.0873,5.1743
0.9322,1016.2833,-0.006665036,5.1602,0.041,0.0018,-0.0056,-0.018181097,0.168,2.7471
0.9295,1015.7622,-0.006665036,7.1085,0.102,0.0029,0.0167,-0.018181097,0.3098,4.3939
0.92,1015.7622,-0.006665036,7.2425,0.153,0.0034,-0.114,-0.018181097,0.284,4.7165
0.9317,997.7594,-0.006665036,7.2923,0.044,0.0032,-0.0055,-0.018181097,0.2657,4.0537
0.9295,1015.7622,-0.006665036,7.4247,0.208,0.0031,-0.0336,-0.018181097,0.251,4.2076
0.9317,1002.4237,-0.006665036,5.26,0.072,0.0028,-0.0308,-0.018181097,0.2812,1.6166
0.9187,1002.4237,-0.006665036,7.2752,0.072,0.0022,0.0175,-0.018181097,0.3858,4.7656
0.9305,1002.4237,-0.006665036,5.173,0.081,0.002,0.0922,-0.018181097,0.1054,2.18
0.9337,1004.110179,-0.006665036,7.2808,0.107,0.0027,-0.0362,-0.018181097,0.6701,3.9404
0.9204,997.7594,-0.006665036,7.0793,0.123,0.0022,-0.0373,-0.018181097,0.1319,4.3014
0.9255,1015.7622,-0.006665036,5.1515,0.055,0.0035,0.035,-0.018181097,0.3443,2.3217
0.9353,1004.110179,-0.006665036,7.2315,0.109,0.0023,-0.0978,-0.018181097,0.6701,2.5432
0.9207,999.4826,-0.006665036,7.3255,0.098,0.0031,0.1368,-0.018181097,0.2279,4.1343
0.9187,1004.110179,-0.006665036,7.3395,0.051,0.0018,0.0521,-0.018181097,0.3858,4.5631
0.9348,1001.8289,0.0117,7.322,0.123,0.0022,0.0394,0.0066,0.128,1.6365
0.9316,1001.8289,-0.0138,7.3885,0.127,0.003,0.0133,0.0306,1.4754,4.4501
0.9348,1001.8289,0.0023,7.325,0.17,0.002,0.0001,-0.0064,0.3039,2.2483
0.9337,1007.7856,-0.0155,7.3717,0.069,0.0035,0.0458,-0.0301,1.4754,2.3458
0.9317,999.7303,-0.0037,7.436,0.159,0.0021,0.0182,-0.0042,0.413,4.2286
0.9345,999.7303,-0.009,7.3078,0.165,0,0,0.0018,0.3985,2.1689
0.9337,1013.7167,0.0081,7.3225,0.125,0.0031,0.0575,-0.0089,0.1838,1.7757
0.9341,1001.8289,0.0094,7.3537,0.077,0.004,-0.0457,-0.008,0.7497,1.498
0.9315,1001.8289,0.0106,7.2763,0.14,0.0033,-0.0842,-0.0033,0.292,1.5991
0.9366,1001.8289,0.018,7.3487,0.091,0.003,0.0233,-0.0315,0.2207,1.8593
0.9349,1006.74,0.0003,7.2372,0.048,0.0026,0.061,-0.0077,0.3007,1.513
0.9301,1001.8289,-0.0021,7.3305,0.14,0.0033,0.0393,0.0005,0.1964,3.8756
0.9366,999.7303,0.0168,7.418,0.214,0.002,0.1088,-0.0163,0.7949,2.0529
0.9279,1012.9822,-0.0058,7.3065,0.19,0.0026,-0.0506,-0.0124,0.3985,4.3153
0.9301,1001.8289,-0.0162,7.333,0.154,0.0022,-0.0621,0.0051,0.2855,4.1548
0.9346,1001.4417,0.0007,7.2905,0.119,0.0025,-0.0421,-0.0093,0.1964,1.6228
0.9307,1001.4417,0.0022,7.3505,0.206,0.004,0.0019,0.0123,0.1757,1.853
0.931,1001.4417,0.0277,7.2717,0.056,0.0019,0.0607,-0.0161,0.2855,4.6477
0.9241,1013.7167,0.0058,4.868,0.061,0.002,-0.0524,0.0304,0.8384,2.1791
0.9298,1001.4417,0.0096,7.097,0.117,0.0017,0.0978,-0.0012,0.4267,1.5888
0.9256,1001.4417,-0.0308,7.2973,0.118,0.0025,-0.0385,-0.0404,0.2154,2.1901
0.9301,1001.4417,-0.034,7.2685,0.169,0.0032,-0.1187,0.0139,0.3007,3.9069
0.9348,1012.9822,0.0122,7.3042,0.133,0.0173,0.0586,-0.0175,0.2142,1.4768
0.9349,999.2317,0.0119,7.212,0.076,0.0043,0.0462,0.003,0.2923,1.4759
0.931,1001.8289,0.002,5.1165,0.07,0.0071,0.0438,-0.0131,0.2193,3.8743
0.9304,1001.4417,-0.0071,7.2375,0.111,0.0019,0.0562,-0.0107,0.1899,4.4587
0.9337,1012.9822,-0.0104,7.3727,0.206,0.0023,-0.0719,-0.0304,1.4754,2.3851
0.9277,1012.9822,-0.0004,7.302,0.098,0,0,-0.0055,0.128,4.1543
0.927,1001.4417,-0.0226,7.1775,0.081,0.0026,-0.0319,-0.0151,0.15,1.3127
0.9346,999.2317,-0.0018,7.171,0.167,0.0028,-0.0311,-0.0154,0.2207,1.4884
0.9365,999.2317,0.0215,7.3238,0.242,0.0021,-0.0059,-0.0149,0.7949,3.9112
0.932,999.2317,0.0047,5.141,0.127,0.0027,0.0711,-0.0248,0.8572,1.6763
0.9366,999.2317,0.0264,7.2363,0.089,0.0037,-0.038,0.0046,0.3007,1.6797
0.9279,1012.9822,-0.0191,7.2707,0.05,0.0049,0.1526,0.0031,0.7497,3.8365
0.9301,1010.15,-0.0213,7.2288,0.068,0.0038,-0.0546,-0.0243,0.2709,4.401
0.9319,1010.15,0.0322,7.334,0.091,0.0021,0.0253,-0.0249,0.2071,2.4076
0.9346,1001.4417,-0.0181,7.3105,0.14,0.0031,-0.022,-0.0176,0.2709,1.6381
0.9366,999.2317,-0.0063,7.3133,0.173,0.0015,-0.0175,-0.0063,0.2207,1.5762
0.9304,1010.15,0.0327,7.219,0.091,0.0025,-0.084,-0.0166,0.1257,3.8717
0.9304,999.2317,0.0099,7.2393,0.091,0.0031,0.0247,0.009,0.2072,3.7071
0.9315,1012.9822,0.0232,7.3277,0.232,0.0036,-0.1274,-0.0188,0.3508,1.4873
0.9301,1010.15,-0.0011,7.3533,0.06,0.0015,0.1049,0.0144,0.2356,4.2179
0.9348,1012.9822,0.0189,7.3138,0.161,0.0035,-0.1877,-0.0265,0.3891,1.4646
0.9314,999.2317,-0.0202,7.411,0.127,0.0028,-0.0737,0.0039,0.2142,4.1466
0.9356,1010.15,-0.0051,7.3117,0.219,0.0024,0.0046,0.0496,0.7949,1.5451
0.9366,1010.15,-0.0301,5.154,0.133,0.002,-0.0809,0.0255,0.2356,1.4119
0.9316,999.8597,0.0051,7.2538,0.208,0.0024,-0.0856,-0.0282,0.2679,4.2603
0.9256,1012.9822,-0.0147,7.1465,0.113,0.0035,-0.0169,-0.0203,0.2787,2.4211
0.9315,999.8597,-0.0067,7.3148,0.103,0.0024,-0.0089,-0.026,0.4267,3.9005
0.9317,1010.15,-0.0036,7.151,0.18,0.0037,0.0504,0.0364,0.3814,4.5231
0.9366,999.8597,0.0219,7.3842,0.066,0.0031,0.0478,-0.0204,0.1459,1.9757
0.9341,999.8597,-0.0259,7.3925,0.151,0.0055,-0.0565,-0.0228,0.1809,2.249
0.9341,999.8597,0.0154,7.2715,0.157,0.0022,0.069,-0.0115,0.128,1.9794
0.932,999.8597,-0.0249,7.2692,0.215,0.0023,0.058,-0.0168,0.128,2.3602
0.932,999.8597,-0.0066,7.1357,0.238,0.0025,0.0197,-0.0206,0.3075,2.9072
0.9314,1012.9822,-0.0009,7.371,0.178,0.0024,0.0527,-0.0219,0.4267,1.2514
0.9314,1001.798,0.0083,7.382,0.121,0.0028,-0.0242,-0.032,0.8703,4.5478
0.9301,1001.798,0.0209,5.175,0.072,0.0041,0.0124,-0.0057,0.2709,3.8899
0.931,999.8597,0.0092,7.377,0.129,0.0015,-0.0843,-0.0335,0.3891,4.12
0.9356,999.8597,0.0077,7.319,0.185,0.0016,0.0616,-0.0124,0.1877,1.7124
0.9316,1001.798,-0.01,7.3062,0.065,0.0021,-0.0167,0.0127,0.2709,4.4952
0.9349,999.8597,0.0261,7.322,0.109,0.0027,-0.0621,-0.0221,0.2207,1.7399
0.9348,1001.798,-0.012,7.3598,0.126,0.0025,-0.0324,-0.031,0.8599,2.5501
0.9315,1001.798,-0.0168,7.2615,0.095,0.0027,-0.0909,-0.0271,0.2591,4.0235
0.9314,1001.798,0.0269,7.2732,0.138,0.0022,-0.0935,-0.018,0.7949,4.4737
0.9252,1012.9822,-0.0056,7.2453,0.122,0.0028,0.0341,-0.0201,0.1184,1.8266
0.9311,1001.798,0.0078,7.3317,0.142,0.0027,-0.012,-0.0438,0.292,2.25
0.9349,1001.798,0.0086,7.3172,0.075,0.0027,-0.1131,-0.0248,0.1877,1.4865
0.9304,1001.798,0.0177,7.3505,0.094,0.0028,0.0171,-0.0527,1.4754,4.2948
0.9315,1001.798,0.0026,5.1348,0.073,0.0031,0.0349,-0.0231,0.2193,1.5152
0.9366,1001.1729,-0.0186,7.2677,0.194,0.0028,-0.0731,-0.0119,0.1877,1.7785
0.9297,1001.1729,-0.0106,7.3152,0.115,0.0027,-0.1114,-0.0217,0.2154,4.6426
0.9315,1001.1729,-0.0091,7.1757,0.137,0.0025,-0.0729,-0.006,0.2923,1.4571
0.9365,1001.1729,-0.0298,7.2418,0.11,0.0022,-0.1077,-0.005,0.8703,1.8969
0.9315,1001.1729,-0.0137,7.3055,0.18,0.0033,0.0334,-0.0108,0.3303,4.1599
0.9279,999.8622,-0.0208,7.2385,0.058,0.0037,-0.0057,-0.017,0.3303,4.2846
0.9346,1001.1729,0.0124,7.3403,0.046,0.0024,-0.0506,-0.0132,0.1877,1.3762
0.9314,1012.2367,-0.0241,7.2735,0.046,0.0025,0.0444,-0.0305,0.1162,1.6684
0.9366,999.8622,0.024,5.1235,0.102,0.0022,-0.0477,-0.0224,0.1964,1.9774
0.9301,999.8622,0.0187,5.1395,0.102,0.0021,0.037,-0.0072,0.2356,4.1965
0.9316,999.8622,0.0178,7.2568,0.074,0.0028,-0.0459,-0.0099,0.2207,4.2282
0.9346,998.767,0.0332,7.2575,0.179,0.0018,0.0648,-0.0017,0.1964,1.5029
0.9356,1001.1729,0.0414,7.296,0.103,0.0027,0.043,0.0097,0.2855,1.4366
0.9311,998.767,-0.0016,7.286,0.184,0.0045,0.0148,-0.0132,0.3075,2.5688
0.9311,995.0729,0.0291,7.245,0.1,0.0032,0.0991,-0.0004,0.1828,2.5064
0.9366,999.8622,0.0094,5.1252,0.092,0.0035,-0.0746,-0.0209,0.1964,1.6176
0.9299,995.0729,-0.0087,7.4232,0.151,0.0025,0.1192,0.0072,0.8123,3.4995
0.9325,995.0729,-0.008,7.1467,0.153,0.0032,-0.125,0.0006,0.3075,4.0999
0.9317,995.0729,-0.0102,7.2405,0.071,0.0027,0.1098,-0.0467,0.2071,3.7099
0.9365,1001.1729,-0.0109,7.1377,0.134,0.0026,0.0011,-0.0202,0.2572,1.9705
0.931,1002.9643,0.0002,7.3507,0.093,0.0032,0.0032,0.0197,0.3891,4.2622
0.9315,1002.9643,0,7.2422,0.176,0.0019,0.0076,0.0045,0.3927,4.3314
0.932,999.8622,-0.0153,7.1148,0.054,0,0,-0.0083,0.3075,2.5625
0.9349,999.8622,-0.0067,7.2603,0.189,0.002,0.0901,-0.0061,0.1838,1.8102
0.9315,1002.9643,-0.0229,7.379,0.093,0.0026,0.0511,-0.0143,0.3039,4.1279
0.9311,1001.4682,0.0006,7.2432,0.074,0.0037,0.2141,-0.0343,0.2071,2.4106
0.9315,1020.9944,-0.0017,7.224,0.078,0.0017,0.0227,-0.0083,0.3075,4.0203
0.9346,1020.9944,-0.0082,7.2875,0.096,0.0022,0.0927,-0.0251,0.1877,1.5797
0.9376,1020.9944,-0.0209,7.258,0.134,0.003,0.1496,0.0113,0.3771,2.7374
0.9311,996.6433,0.0078,7.2725,0.084,0.0096,0.0006,-0.0135,0.2709,1.9259
0.929,1010.6104,0.0037,5.028,0.116,0.0025,-0.1621,0.0104,0.7722,2.5329
0.9329,991.8757,-0.0038,7.3593,0.102,0.0033,0.0329,0.0095,0.208,2.6646
0.9306,1010.6104,0.0159,7.4083,0.118,0.0017,-0.1484,0.0176,0.7963,2.3367
0.923,1010.6104,-0.0024,5.07,0.126,0.0033,-0.0759,-0.0916,0.1645,2.8828
0.9335,1008.4998,0.0284,5.1162,0.133,0.0059,0.0336,-0.0682,0.1641,2.5433
0.9258,1010.6104,0.0059,7.3342,0.082,0.0038,0.0938,-0.082,0.1508,2.3376
0.9312,1010.6104,0.0292,5.1095,0.101,0.0033,0.0202,-0.0777,0.1869,2.7057
0.9238,1008.6706,0.0028,5.0898,0.135,0.003,0.0461,0.0009,0.329,2.7248
0.9295,1010.9003,-0.0294,5.1072,0.07,0.0038,0.0498,-0.0126,0.244,3.0833
0.9346,1008.6706,-0.004,7.312,0.08,0.0027,0.0379,0.0047,0.2136,2.7957
0.934,1008.6706,-0.0174,5.169,0.073,0.0015,0.0119,-0.0038,0.1852,2.432
